"Company";"TypeName";"Inches";"Screen_width";"Screen_height";"TouchScreen";"IPS_Panel";"Ram";"Gpu_Brand";"Gpu_Name";"OpSys";"Weight";"Price";"Cpu_brand";"Cpu_Speed_Ghz";"Cpu_Model";"Cpu_type";"Memory_1_Type";"Memory_1_Size";"Memory_2_Type";"Memory_2_Size"
"Dell";"Notebook";15.6;3840;2160;1;0;32;"Nvidia";" GeForce GTX 1050";"Windows 10";2.06;140606;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";1024;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.7;63883;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Toshiba";"Notebook";15.6;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";2.0;50243;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Asus";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.0;71076;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"HDD";1024
"Lenovo";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 520";"Windows 10";1.85;23923;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"Asus";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.5;53227;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.48;67559;"Intel";2.6;"Core i5 7300U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.84;60952;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Asus";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 500";"Linux";2.0;14651;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"HDD";1024;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce 940MX";"Windows 10";2.0;60886;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics";"Linux";2.2;14647;"Intel";1.6;"Celeron Dual Core N3060";"Celeron Dual";"HDD";500;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;12;"AMD";" Radeon 530";"Windows 10";2.2;47899;"AMD";3.6;"A12-Series 9720P";"A12-Series 9720P";"HDD";1024;"";0
"HP";"Notebook";15.6;1920;1080;0;1;8;"Nvidia";" GeForce 930MX ";"Windows 10";2.1;38148;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";1024;"";0
"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;1;16;"Intel";" UHD Graphics 620";"Windows 10";1.4;111835;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"";0
"Dell";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" UHD Graphics 620";"Windows 10";1.2;84129;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.4;60153;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"HP";"Notebook";14.0;1366;768;0;0;2;"Intel";" HD Graphics 400";"Windows 10";1.44;14865;"Intel";1.6;"Celeron Dual Core N3060";"Celeron Dual";"Flash Storage";32;"";0
"Dell";"Ultrabook";15.6;1920;1080;0;0;16;"Intel";" UHD Graphics 620";"Windows 10";1.88;85672;"Intel";1.9;"Core i7 8650U";"Core i7";"SSD";512;"SSD";256
"Asus";"2 in 1 Convertible";11.6;1366;768;1;0;4;"Intel";" HD Graphics 500";"Windows 10";1.5;19980;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"Flash Storage";32;"";0
"Dell";"Ultrabook";15.6;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";0.0;35325;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";1024;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.84;69477;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1060";"Windows 10";2.7;75072;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"HP";"Workstation";15.6;1920;1080;0;0;8;"Nvidia";" Quadro M1200";"Windows 10";2.6;92615;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"Toshiba";"Notebook";15.6;1920;1080;0;1;16;"Nvidia";" GeForce 930M";"Windows 10";2.4;74752;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";512;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.02;51730;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";128;"HDD";1024
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 500";"No OS";2.2;17156;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"HDD";1024;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.65;53227;"Intel";2.5;"Core i5 7300HQ";"Core i5";"HDD";1024;"";0
"Dell";"Notebook";15.6;1366;768;1;0;8;"Intel";" HD Graphics 620";"Windows 10";2.36;29697;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Dell";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.36;76031;"Intel";2.6;"Core i5 7300U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";1.86;23390;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";500;"";0
"Asus";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.0;50350;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";17.3;1600;900;0;0;6;"Nvidia";" GeForce GTX 940MX";"Windows 10";2.8;38308;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";128;"HDD";1024
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.86;34046;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;8;"Nvidia";" GeForce 920MX ";"No OS";2.2;26587;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";256;"";0
"HP";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 405";"Windows 10";2.04;20726;"Intel";1.6;"Pentium Quad Core N3710";"Pentium Quad";"HDD";1024;"";0
"Dell";"Notebook";17.3;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.8;57809;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";128;"HDD";1024
"Lenovo";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"No OS";2.4;43104;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";128;"HDD";1024
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon R7 M445";"Windows 10";2.33;47899;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"HP";"Ultrabook";14.0;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.36;93240;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Asus";"2 in 1 Convertible";15.6;1920;1080;1;0;12;"Nvidia";" GeForce GT 940MX";"Windows 10";2.26;58555;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"HDD";1024
"Acer";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R5";"Windows 10";2.1;22697;"AMD";3.0;"A9-Series 9420 3GHz";"A9-Series 9420";"SSD";128;"";0
"Asus";"Gaming";17.3;1920;1080;0;1;16;"AMD";" Radeon RX 580";"Windows 10";3.25;117163;"AMD";3.0;"Ryzen 1700 3GHz";"Ryzen 1700";"SSD";256;"HDD";1024
"Lenovo";"Notebook";17.3;1600;900;0;0;4;"AMD";" Radeon R5";"Windows 10";2.6;26054;"AMD";2.2;"A8-Series 7410";"A8-Series 7410";"SSD";128;"";0
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;8;"Intel";" UHD Graphics 620";"Windows 10";1.62;46301;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon R5";"Windows 10";1.91;26053;"AMD";3.0;"A9-Series 9420 3GHz";"A9-Series 9420";"SSD";256;"";0
"Lenovo";"Netbook";11.6;1366;768;0;1;4;"Intel";" HD Graphics 500";"Windows 10";1.59;29464;"Intel";1.1;"Celeron Quad Core N3450";"Celeron Quad";"SSD";128;"";0
"Dell";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 400";"Windows 10";1.8;16464;"Intel";1.6;"Celeron Dual Core N3060 1.60GHz";"Celeron Dual";"HDD";500;"";0
"Asus";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 500";"Windows 10";1.5;15238;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"Flash Storage";32;"";0
"Acer";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Linux";2.4;45075;"Intel";2.8;"Core i7 7700HQ";"Core i7";"HDD";1024;"";0
"HP";"Gaming";17.3;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"Windows 10";3.35;63456;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Lenovo";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 520";"No OS";1.85;21498;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";128;"";0
"Asus";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1060";"Windows 10";2.3;88178;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Lenovo";"Notebook";14.0;1920;1080;0;1;8;"Nvidia";" GeForce 940MX";"Windows 10";1.5;58555;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Asus";"Ultrabook";13.3;1920;1080;1;0;16;"Intel";" HD Graphics 620";"Windows 10";1.1;93181;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Lenovo";"Ultrabook";14.0;2560;1440;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.13;121585;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Lenovo";"Notebook";13.3;1920;1080;0;1;4;"Intel";" HD Graphics 620";"Windows 10";1.5;29251;"Intel";2.4;"Core i3 7100U";"Core i3";"SSD";128;"";0
"Dell";"Workstation";15.6;1920;1080;0;0;8;"AMD";" FirePro W5130M";"Windows 10";2.23;72940;"Intel";2.6;"Core i5 6440HQ";"Core i5";"HDD";500;"";0
"Dell";"Workstation";15.6;1920;1080;0;1;8;"Nvidia";" Quadro M1200";"Windows 10";2.0;113753;"Intel";2.7;"Core i7 6820HQ";"Core i7";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;16;"Intel";" HD Graphics 620";"Windows 10";1.42;133680;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";3.0;55358;"Intel";2.8;"Core i7 7700HQ";"Core i7";"HDD";1024;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";3.0;84768;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Acer";"Notebook";15.6;1366;768;0;1;12;"Nvidia";" GeForce MX130";"Windows 10";2.2;36976;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";1024;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.7;71875;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon R7 M445";"Linux";2.33;41498;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"HP";"Ultrabook";15.6;1920;1080;0;0;4;"AMD";" Radeon 520";"Windows 10";1.91;26587;"AMD";3.0;"A9-Series 9420 3GHz";"A9-Series 9420";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;1;8;"AMD";" Radeon RX 550";"Windows 10";2.1;65511;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Lenovo";"Notebook";14.0;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.9;49977;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Workstation";15.6;3840;2160;1;0;8;"Nvidia";" Quadro M1200";"Windows 10";1.78;144495;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"Lenovo";"Ultrabook";14.0;2560;1440;0;1;16;"Intel";" HD Graphics 620";"Windows 10";1.13;139860;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";1024;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 500";"Windows 10";2.2;16304;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"HDD";1024;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1050";"Windows 10";2.9;81465;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Lenovo";"Notebook";25.6;1920;1080;0;1;8;"AMD";" Radeon RX 550";"Windows 10";2.1;60979;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"HDD";1024
"Acer";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Linux";2.5;46833;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1070";"Windows 10";2.8;119827;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Asus";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.1;99793;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Toshiba";"Ultrabook";13.3;1920;1080;0;0;16;"Intel";" HD Graphics 520";"Windows 10";1.2;93080;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";512;"";0
"Dell";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics";"Windows 10";1.36;89510;"Intel";2.8;"Core i7 7600U";"Core i7";"SSD";512;"";0
"Lenovo";"Notebook";35.6;1920;1080;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.2;21792;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";500;"";0
"Lenovo";"Notebook";11.6;1366;768;0;0;2;"Intel";" HD Graphics 500";"Windows 10";1.15;16221;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"Flash Storage";32;"";0
"Lenovo";"Workstation";15.6;1920;1080;0;0;8;"Nvidia";" Quadro M1200";"Windows 10";2.67;102564;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"Lenovo";"Ultrabook";14.0;2560;1440;0;1;8;"Nvidia";" GeForce GT 940MX";"Windows 10";1.7;103523;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"HP";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon 520";"Windows 10";2.1;24988;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;8;"Intel";" HD Graphics 520";"Windows 10";1.6;42038;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.27;49444;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon R5 M430";"Linux";2.3;31909;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";13.3;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";1.65;36710;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";128;"";0
"HP";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.43;79920;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Dell";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.14;28769;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Lenovo";"Ultrabook";14.0;1920;1080;0;1;8;"AMD";" Radeon RX 550";"Windows 10";1.75;64755;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;1;16;"Nvidia";" GeForce GTX 1050";"Windows 10";2.0;101179;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"Chuwi";"Notebook";12.3;2736;1824;0;1;6;"Intel";" HD Graphics 500";"Windows 10";1.4;23923;"Intel";1.1;"Celeron Quad Core N3450";"Celeron Quad";"Flash Storage";64;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 630";"Windows 10";2.31;76031;"Intel";2.9;"Core i7 7820HQ";"Core i7";"SSD";256;"";0
"Asus";"Notebook";35.6;1920;1080;0;0;8;"Nvidia";" GeForce 940MX";"Linux";2.3;31808;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";1024;"";0
"Dell";"Gaming";27.3;2560;1440;0;1;16;"Nvidia";" GeForce GTX 1070";"Windows 10";4.42;149131;"Intel";2.9;"Core i7 7820HK";"Core i7";"SSD";256;"HDD";1024
"Dell";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.62;61752;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.02;60867;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";256;"HDD";1024
"Dell";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Linux";1.6;58555;"Intel";2.8;"Core i7 7600U";"Core i7";"SSD";256;"";0
"HP";"Gaming";17.3;1920;1080;0;0;12;"Nvidia";" GeForce GTX 1070";"Windows 10";3.35;106507;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;1;4;"Intel";" HD Graphics 500";"Windows 10";1.16;15931;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"SSD";32;"";0
"Samsung";"Netbook";11.6;1366;768;0;0;4;"Intel";" HD Graphics 400";"Chrome OS";1.15;14332;"Intel";1.6;"Celeron Dual Core N3060";"Celeron Dual";"Flash Storage";16;"";0
"Lenovo";"Notebook";13.3;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.4;53813;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Lenovo";"Notebook";14.0;1920;1080;0;1;4;"Intel";" HD Graphics 620";"Windows 10";1.7;31915;"Intel";2.7;"Core i3 7130U";"Core i3";"SSD";128;"";0
"Lenovo";"Workstation";15.6;3840;2160;0;1;16;"Nvidia";" GeForce 940MX";"Windows 10";2.3;130270;"Intel";2.8;"Core i7 7600U";"Core i7";"SSD";512;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;16;"Nvidia";" Quadro M2200M";"Windows 10";2.5;130483;"Intel";2.9;"Core i7 7820HQ";"Core i7";"SSD";512;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;8;"AMD";" Radeon RX 580";"Windows 10";3.2;90310;"AMD";3.2;"Ryzen 1600";"Ryzen 1600";"SSD";256;"HDD";1024
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 400";"Windows 10";2.1;18488;"Intel";1.6;"Celeron Dual Core N3060";"Celeron Dual";"HDD";500;"";0
"Google";"Ultrabook";12.3;2400;1600;1;0;16;"Intel";" HD Graphics 615";"Chrome OS";1.1;117163;"Intel";1.3;"Core i7 7Y75";"Core i7";"SSD";512;"";0
"Lenovo";"Ultrabook";24.0;2560;1440;0;0;24;"Intel";" HD Graphics 620";"Windows 10";1.32;126913;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Asus";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Linux";2.0;29784;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";17.3;1600;900;0;0;8;"AMD";" Radeon R4";"Windows 10";2.8;27652;"AMD";2.5;"A6-Series 9220";"A6-Series 9220";"HDD";1024;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon 530";"Windows 10";2.2;39907;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Lenovo";"Ultrabook";12.5;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.36;76137;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 505";"Windows 10";2.2;18595;"Intel";1.1;"Pentium Quad Core N4200";"Pentium Quad";"SSD";128;"";0
"HP";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.2;58555;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Dell";"Notebook";14.0;1920;1080;0;0;8;"Nvidia";" GeForce 930MX";"Windows 10";1.64;62817;"Intel";2.8;"Core i5 7440HQ";"Core i5";"SSD";256;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Linux";2.4;23539;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"Dell";"Workstation";15.6;1920;1080;0;0;8;"Nvidia";" Quadro M620";"Windows 10";2.23;106187;"Intel";3.0;"Xeon E3-1505M V6 3GHz";"Xeon E3-1505M";"Flash Storage";64;"HDD";1024
"MSI";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.2;54758;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"Microsoft";"Ultrabook";13.5;2256;1504;1;0;16;"Intel";" Iris Plus Graphics 640";"Windows 10";1.25;137942;"Intel";2.5;"Core i7 7660U";"Core i7";"SSD";512;"";0
"HP";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.91;31382;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";128;"";0
"Dell";"Workstation";15.6;1920;1080;0;1;16;"Nvidia";" Quadro M620";"Windows 10";2.17;105228;"Intel";2.7;"Core i7 6820HQ";"Core i7";"SSD";256;"";0
"HP";"Workstation";15.6;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";2.31;81732;"Intel";2.9;"Core i7 7820HQ";"Core i7";"SSD";512;"";0
"Lenovo";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.65;71662;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.36;52161;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";128;"HDD";1024
"Dell";"2 in 1 Convertible";11.6;1366;768;1;0;4;"Intel";" HD Graphics 405";"Windows 10";1.47;25521;"Intel";1.6;"Pentium Quad Core N3710";"Pentium Quad";"HDD";500;"";0
"Dell";"Notebook";17.3;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1060";"Windows 10";4.42;109011;"Intel";2.7;"Core i7 7700HQ";"Core i7";"HDD";1024;"";0
"Microsoft";"Ultrabook";13.5;2256;1504;1;0;4;"Intel";" HD Graphics 615";"Windows 10";1.25;52694;"Intel";2.2;"Core M m3-7Y30";"Core M";"SSD";128;"";0
"Microsoft";"Ultrabook";33.5;2256;1504;1;0;8;"Intel";" Iris Plus Graphics 640";"Windows 10";1.25;95851;"Intel";2.5;"Core i7 7660U";"Core i7";"SSD";256;"";0
"HP";"Notebook";17.3;1600;900;0;0;8;"Intel";" HD Graphics 520";"Windows 10";2.5;34094;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";256;"";0
"Acer";"Notebook";15.6;1920;1080;0;0;4;"Nvidia";" GeForce 940MX";"Windows 10";2.23;28984;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"Acer";"Netbook";11.6;1366;768;0;0;4;"Intel";" HD Graphics 400";"Windows 10";1.4;23177;"Intel";1.6;"Celeron Dual Core N3060";"Celeron Dual";"SSD";128;"";0
"Asus";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.37;39907;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Lenovo";"Notebook";14.0;1920;1080;0;1;8;"AMD";" Radeon R7 M460";"No OS";1.5;42571;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" Quadro M2200M";"Windows 10";2.67;111355;"Intel";2.9;"Core i7 7820HQ";"Core i7";"SSD";256;"";0
"Asus";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 500";"Windows 10";2.0;16197;"Intel";1.1;"Pentium Quad Core N4200";"Pentium Quad";"HDD";500;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Nvidia";" GeForce GTX 940MX";"Windows 10";2.2;24988;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";500;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.02;40440;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";1024;"";0
"HP";"Gaming";17.3;1920;1080;0;1;12;"Nvidia";" GeForce GTX 1060";"Windows 10";3.78;90523;"Intel";2.8;"Core i7 7700HQ";"Core i7";"HDD";1024;"";0
"Lenovo";"Ultrabook";14.0;2560;1440;0;1;12;"Intel";" HD Graphics 520";"Windows 10";1.4;98994;"Intel";2.6;"Core i7 6600U";"Core i7";"SSD";256;"";0
"HP";"2 in 1 Convertible";13.3;3840;2160;1;1;8;"Intel";" UHD Graphics 620";"Windows 10";1.29;106507;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"AMD";" FirePro W4190M ";"Windows 10";1.9;61485;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"Google";"Ultrabook";12.3;2400;1600;1;0;8;"Intel";" HD Graphics 615";"Chrome OS";1.1;67932;"Intel";1.2;"Core i5 7Y57";"Core i5";"SSD";128;"";0
